speakerID,lexical_token,feedback_start,feedback_end,predicted_function
sw02699A,um,121.820375,122.281,O
sw02699A,what,123.331625,123.561625,Nu
sw02699A,right,149.927,150.43225,A
sw02699A,uh-huh,153.468375,153.918,C
sw02699A,uh-huh,154.408625,154.89475,C
sw02699A,uh-huh,146.967,147.437,C
sw02699A,right,173.6975,174.27975,A
sw02699A,right,175.182,175.572,A
sw02699A,uh-huh,162.294,162.72925,C
sw02699A,uh-huh,164.15925,164.669,C
sw02699A,uh-huh,165.910375,166.424625,C
sw02699A,right,186.837625,187.316875,C
sw02699A,uh-huh,190.513375,190.833375,C
sw02699A,yeah,21.538375,21.968875,C
sw02699A,yeah,22.15275,22.530375,C
sw02699A,right,216.0565,216.475,A
sw02699A,uh-huh,213.268875,213.6775,C
sw02699A,uh-huh,229.716375,230.188625,C
sw02699A,yeah,231.707625,232.111,C
sw02699A,yes,225.565,226.055,PR
sw02699A,uh-huh,259.411875,259.99425,C
sw02699A,uh-huh,248.949125,249.279125,C
sw02699A,yeah,251.78825,252.23825,PR
sw02699A,uh-huh,262.187375,262.62925,C
sw02699A,right,283.434375,283.991625,A
sw02699A,right,275.799375,276.3945,A
sw02699A,uh-huh,273.761625,274.140625,C
sw02699A,uh-huh,277.32675,277.72675,C
sw02699A,uh,284.925,285.252375,O
sw02699A,right,313.327375,313.861125,A
sw02699A,right,314.023125,314.427375,A
sw02699A,uh-huh,315.221625,315.661625,C
sw02699A,um,35.945,36.285,O
sw02699A,yep,375.3995,375.84,PR
sw02699A,right,55.845625,56.335625,C
sw02699A,uh-huh,47.682,48.06275,C
sw02699A,uh-huh,48.147,48.517,C
sw02699A,uh-huh,51.5685,51.953,C
sw02699A,right,106.1215,106.70425,C
sw02699A,right,108.552375,108.94775,A
sw02699A,uh-huh,100.91775,101.311875,C
sw02699A,uh-huh,102.169125,102.687,C
sw02699B,right,113.033,113.715,A
sw02699B,uh-huh,116.03925,116.59925,C
sw02699B,yeah,110.566625,110.7565,O
sw02699B,yeah,120.49825,120.78825,PR
sw02699B,yeah,118.2925,118.613,PR
sw02699B,uh-huh,130.162625,130.702625,C
sw02699B,yeah,138.13,138.43,C
sw02699B,yeah,134.3905,134.6805,C
sw02699B,uh,16.12725,16.498625,O
sw02699B,yeah,15.597125,15.827125,C
sw02699B,yeah,178.838625,179.06725,C
sw02699B,yeah,179.986875,180.246875,C
sw02699B,yeah,200.486875,200.7815,C
sw02699B,yeah,208.27025,208.586,A
sw02699B,yeah,208.889,209.14725,A
sw02699B,uh,216.88475,217.283,O
sw02699B,uh-huh,235.676625,236.1375,C
sw02699B,yeah,237.377875,237.657875,C
sw02699B,yeah,238.56275,238.79275,C
sw02699B,yeah,25.9485,26.295875,A
sw02699B,uh,252.492375,253.029375,O
sw02699B,yeah,268.0475,268.379625,C
sw02699B,yeah,268.923125,269.29625,C
sw02699B,yeah,291.3395,291.6195,C
sw02699B,yeah,292.942625,293.216375,C
sw02699B,yeah,302.75325,303.089125,A
sw02699B,huh,337.565375,337.865375,NS
sw02699B,uh-huh,325.0625,325.630875,C
sw02699B,yeah,328.259875,328.529875,A
sw02699B,yeah,345.921625,346.31325,C
sw02699B,well,33.767625,34.1495,O
sw02699B,yeah,36.10475,36.36475,C
sw02699B,yeah,42.2395,42.4225,C
sw02699B,yeah,359.42225,359.84225,C
sw02699B,yeah,364.427125,364.674375,C
sw02699B,uh,379.906,380.17725,O
sw02699B,uh-huh,381.728875,382.067875,C
sw02699B,uh-huh,10.79475,11.32475,C
sw02699B,uh,5.741875,5.957375,O
sw02699B,yeah,4.8245,5.124,O
sw02699B,yeah,9.245625,9.531875,C
sw02699B,yeah,12.728125000000002,12.93,C
sw02699B,yeah,13.877625000000002,14.217000000000002,C
sw02699B,yeah,48.81475,49.07125,O
sw02699B,yeah,67.89375,68.165375,A
sw02699B,uh-huh,73.96825,74.48825,C
sw02699B,uh-huh,85.7045,86.411625,C
sw02699B,yeah,78.20575,78.49575,C
sw02699B,yeah,82.890375,83.245625,C
sw02700A,well,119.20425,119.677,O
sw02700A,right,161.987875,162.2185,A
sw02700A,right,159.6705,159.9265,A
sw02700A,no,184.147375,184.5345,A
sw02700A,uh-huh,181.609625,182.047375,PR
sw02700A,yeah,198.438125,198.801875,A
sw02700A,mhm,8.085875,8.465875,C
sw02700A,yeah,17.6905,18.0785,C
sw02700A,yeah,222.283875,222.6185,A
sw02700A,right,255.765625,256.15175,A
sw02700A,right,331.08775,331.3525,A
sw02700A,yeah,324.94175,325.268875,C
sw02700A,well,354.870375,355.269875,O
sw02700A,yeah,348.11075,348.387375,A
sw02700A,yeah,44.091625,44.4405,A
sw02700A,right,467.04375,467.474375,A
sw02700B,yeah,152.61775,152.892875,A
sw02700B,yeah,204.971,205.27125,A
sw02700B,right,265.229125,265.632375,A
sw02700B,right,266.036125,266.40525,A
sw02700B,right,300.77275,301.188625,A
sw02700B,right,279.979875,280.3685,A
sw02700B,right,280.799375,281.099625,A
sw02700B,yeah,36.00675,36.31225,A
sw02700B,yeah,335.169,335.449375,A
sw02700B,yeah,459.567,459.8675,A
sw02700B,uh,473.055375,473.369625,NegS
sw02700B,yeah,474.763375,474.98925,PR
sw02701A,uh-huh,141.565875,141.98125,C
sw02701A,oh,147.65725,148.314,Sy
sw02701A,uh-huh,283.155375,283.5425,C
sw02701A,um,273.880375,274.122625,O
sw02701A,yeah,297.931,298.22075,A
sw02701A,uh,353.169625,353.45025,O
sw02701A,yeah,342.38225,342.686,PR
sw02701A,yeah,346.108625,346.405625,C
sw02701A,yeah,351.0765,351.335625,A
sw02701A,yeah,367.46975,367.6085,A
sw02701A,uh,405.4905,406.007625,O
sw02701A,uh,407.98575,408.340375,O
sw02701A,uh,418.315,418.379125,O
sw02701A,uh-huh,462.448375,462.843875,C
sw02701A,yeah,496.74825,497.0645,A
sw02701A,uh-huh,21.26225,21.692,C
sw02701A,uh-huh,41.06075,41.480875,C
sw02701A,yeah,51.260125,51.62525,C
sw02701A,yeah,568.63,569.045375,PR
sw02701A,yeah,590.1115,590.3815,PR
sw02701A,uh-huh,80.863125,81.1865,C
sw02701A,uh,78.2435,78.447,O
sw02701B,uh-huh,113.94,114.316625,C
sw02701B,yeah,110.225,110.68225,C
sw02701B,uh,116.551875,116.948125,O
sw02701B,um,120.869125,121.86025,O
sw02701B,uh-huh,161.25,161.72875,C
sw02701B,yeah,175.25975,175.658875,C
sw02701B,hm,220.844875,221.269875,NS
sw02701B,oh,208.761375,209.4035,Sy
sw02701B,okay,210.8535,211.551875,C
sw02701B,um,201.498875,201.788,O
sw02701B,huh,230.164,230.279375,NS
sw02701B,yeah,227.7175,228.19225,PR
sw02701B,right,243.840125,244.1785,A
sw02701B,right,250.64575,251.019,A
sw02701B,yeah,255.502625,255.98175,A
sw02701B,oh,307.177875,307.34175,PS
sw02701B,uh-huh,395.1675,395.665875,C
sw02701B,uh-huh,378.084875,378.569875,C
sw02701B,yeah,391.105125,391.4705,A
sw02701B,uh-huh,433.223625,433.65475,C
sw02701B,uh,491.07475,491.319875,O
sw02701B,uh,511.71225,512.41525,O
sw02701B,uh-huh,540.153125,540.520375,C
sw02701B,yeah,534.115875,534.589125,C
sw02701B,yeah,557.903375,558.477875,C
sw02701B,yeah,569.865875,570.33325,A
sw02701B,right,575.975375,576.362625,A
sw02701B,uh-huh,573.428125,573.8655,C
sw02701B,yeah,578.92,579.50925,C
sw02701B,yeah,579.63725,580.12075,C
sw02701B,uh-huh,70.394,70.94925,C
sw02701B,uh-huh,95.87525,96.335875,C
sw02701B,yeah,86.836875,87.3705,A
sw02701B,yeah,102.066625,102.338,A
sw02702A,mhm,118.945,119.313375,C
sw02702A,mhm,109.87575,110.382625,C
sw02702A,yeah,115.501125,115.9785,A
sw02702A,yeah,116.16025,116.48975,A
sw02702A,yeah,121.2605,121.774875,C
sw02702A,what,172.869875,173.01,Nu
sw02702A,mhm,226.380125,226.721125,C
sw02702A,yeah,228.818875,229.326375,C
sw02702A,uh-huh,251.272625,251.86075,C
sw02702A,yeah,238.46175,239.091375,C
sw02702A,huh,264.73425,265.142875,NS
sw02702A,mhm,323.5035,323.858375,C
sw02702A,uh-huh,359.38375,359.83,C
sw02702A,mhm,376.382625,377.022125,C
sw02702A,uh-huh,380.34825,380.733125,C
sw02702A,uh-huh,43.324,43.779625,C
sw02702A,yep,61.065125,61.58925,A
sw02702A,mhm,98.313,98.704875,C
sw02702A,mhm,88.714875,89.227125,C
sw02702A,really,95.905625,96.271125,PS
sw02702A,yeah,93.43025,93.842625,C
sw02702B,um,126.9475,127.28225,O
sw02702B,ooh,141.76175,142.25225,NegS
sw02702B,yeah,145.9105,146.281125,A
sw02702B,yeah,20.256875,20.549,C
sw02702B,yeah,23.844,24.01475,A
sw02702B,yeah,154.554875,154.933375,A
sw02702B,yeah,156.89425,157.413625,A
sw02702B,right,164.677375,165.035375,A
sw02702B,no,186.8305,187.286375,D
sw02702B,yeah,191.00725,191.425875,C
sw02702B,yeah,183.4685,183.792625,C
sw02702B,yeah,197.918875,198.34975,C
sw02702B,yeah,218.450375,218.858125,A
sw02702B,yeah,276.279375,276.5795,A
sw02702B,yeah,276.85075,277.136,A
sw02702B,yeah,287.03475,287.444,C
sw02702B,yeah,288.039125,288.44075,C
sw02702B,huh,39.350125,39.743125,NS
sw02702B,okay,29.98625,30.386875,C
sw02702B,well,41.018625,41.272625,O
sw02702B,yeah,37.868375,38.196375,A
sw02702B,yeah,36.34625,36.56375,A
sw02702B,wow,306.899375,307.385125,PS
sw02702B,huh,313.730125,314.07925,NS
sw02702B,yeah,310.68025,311.17025,C
sw02702B,yeah,318.371,318.760625,C
sw02702B,right,387.93725,388.325875,A
sw02703A,yeah,111.18025,111.493125,A
sw02703A,yeah,135.327625,135.553,PR
sw02703A,yeah,139.559625,139.83825,A
sw02703A,yeah,145.242625,145.537,A
sw02703A,yeah,174.274875,174.516375,A
sw02703A,which,197.105,197.51575,O
sw02703A,yeah,202.825,203.25925,O
sw02703A,yeah,221.045875,221.4655,A
sw02703A,mhm,39.876,40.151125,C
sw02703A,mhm,49.4,49.69175,C
sw02703A,mhm,59.741625,60.013125,C
sw02703A,mhm,71.802,72.082,C
sw02703A,mhm,231.826375,232.046375,C
sw02703A,um,256.147375,256.527875,O
sw02703A,yeah,254.388375,254.574,A
sw02703A,yeah,262.86275,263.222625,PR
sw02703A,yeah,279.889,280.22425,A
sw02703A,mhm,311.250375,311.549375,C
sw02703A,mhm,383.373,383.62,C
sw02703A,yeah,378.254625,378.495625,A
sw02703A,well,403.052125,403.28475,O
sw02703A,yeah,426.7475,426.931,A
sw02703A,mhm,432.465375,432.727125,C
sw02703A,mhm,436.010875,436.197625,C
sw02703A,mhm,469.7125,470.0025,C
sw02703A,mhm,472.526,472.816,C
sw02703A,mhm,461.03525,461.308,C
sw02703A,yeah,464.2895,464.56475,A
sw02703A,mhm,490.69,490.98,C
sw02703A,um,500.198875,500.636,O
sw02703A,um,531.838,532.31175,O
sw02703A,huh,549.288,549.488875,NS
sw02703A,mhm,539.1895,539.44925,C
sw02703A,um,545.734625,546.054,O
sw02703A,um,90.84575,91.189625,O
sw02703B,uh-huh,12.59025,13.027,C
sw02703B,uh-huh,13.238125,13.529,C
sw02703B,yes,119.030875,119.317,PR
sw02703B,mhm,124.6825,125.08525,C
sw02703B,uh-huh,149.031875,149.372125,C
sw02703B,uh,145.189,145.264625,O
sw02703B,mhm,158.951875,159.3555,C
sw02703B,mhm,164.250375,164.699125,C
sw02703B,mhm,164.857875,165.28625,C
sw02703B,oh,182.595125,182.922125,Sy
sw02703B,uh-huh,203.059125,203.396125,C
sw02703B,well,211.68925,211.988625,O
sw02703B,well,23.86,24.236,O
sw02703B,oh,241.68975,241.908375,NS
sw02703B,oh,286.014125,286.11875,NS
sw02703B,yeah,287.281625,287.572125,C
sw02703B,oh,392.064375,392.374375,PS
sw02703B,oh,397.507875,397.750125,Sy
sw02703B,mhm,415.109875,415.555,C
sw02703B,uh,424.631875,425.137,O
sw02703B,yeah,481.393125,481.771,C
sw02703B,yeah,499.594125,499.943125,C
sw02703B,uh-huh,517.0745,517.440375,C
sw02703B,yeah,528.265875,528.607625,A
sw02703B,yeah,529.067375,529.320625,C
sw02703B,yeah,530.436375,530.70825,C
sw02703B,hm,579.9345,580.36625,D
sw02703B,mhm,581.64125,582.09975,C
sw02703B,mhm,577.876875,578.34425,C
sw02703B,yeah,88.943125,89.287375,A
sw02703B,yeah,89.671625,89.919625,A
sw02703B,uh-huh,96.812625,97.210875,C
sw02703B,uh-huh,98.1115,98.547,C
sw02704A,huh,112.02075,112.682875,NS
sw02704A,right,110.203625,110.743625,A
sw02704A,right,133.73825,134.21825,A
sw02704A,right,157.952125,158.462125,A
sw02704A,uh,153.129375,153.610125,O
sw02704A,right,190.971875,191.461875,A
sw02704A,exactly,212.80025,213.64025,A
sw02704A,right,206.454875,206.994875,A
sw02704A,right,207.284875,207.654875,A
sw02704A,right,25.626375,26.124875,C
sw02704A,right,26.3075,26.74075,C
sw02704A,exactly,256.87425,257.63425,A
sw02704A,right,296.862125,297.412125,A
sw02704A,right,301.12525,301.60525,A
sw02704A,yeah,315.083125,315.6155,A
sw02704A,uh,326.311125,326.954625,O
sw02704A,right,341.526,342.076,A
sw02704A,exactly,364.75825,365.510375,A
sw02704A,exactly,378.654,379.384,A
sw02704A,right,366.652,367.2265,A
sw02704A,right,367.542875,368.086,A
sw02704A,right,358.049,358.519,A
sw02704A,yeah,381.425,381.757,A
sw02704A,exactly,421.531625,422.381625,A
sw02704A,right,418.40425,418.95425,A
sw02704A,right,427.624125,428.184125,A
sw02704A,right,41.9435,42.5335,A
sw02704A,right,442.48075,443.02325,A
sw02704A,right,443.275625,443.7975,A
sw02704A,yeah,449.52675,450.097875,A
sw02704A,well,457.29975,457.584,O
sw02704A,uh,48.522125,49.18925,O
sw02704A,right,15.933125,16.383125,C
sw02704A,exactly,79.12975,79.887125,A
sw02704A,right,75.5075,76.0875,A
sw02704A,right,72.79225,73.27225,A
sw02704A,uh,82.169,83.0015,O
sw02704A,yeah,98.868625,99.331375,A
sw02704B,yeah,120.800125,121.210125,A
sw02704B,yeah,124.368125,124.796625,A
sw02704B,uh-huh,143.520375,143.944375,C
sw02704B,yeah,144.51575,144.745875,A
sw02704B,uh-huh,170.212125,170.534875,C
sw02704B,yeah,23.78225,24.1685,A
sw02704B,mhm,241.049,241.399,C
sw02704B,yeah,243.436375,243.876375,A
sw02704B,yeah,245.881875,246.305,A
sw02704B,yeah,246.451125,246.773875,A
sw02704B,yeah,287.25225,287.625125,PR
sw02704B,uh,293.29425,293.510375,O
sw02704B,yeah,312.288875,312.752,PR
sw02704B,yeah,323.18575,323.51575,A
sw02704B,yeah,326.045375,326.305375,A
sw02704B,mhm,399.444,399.8265,C
sw02704B,yeah,406.549125,406.799125,A
sw02704B,yeah,435.152875,435.602875,C
sw02704B,mhm,51.607625,52.003875,C
sw02704B,yeah,64.49325,64.840125,C
sw02704B,yeah,55.684375,55.944375,A
sw02704B,yeah,454.36175,454.709875,A
sw02704B,really,7.542625,7.906875,PS
sw02705A,mhm,25.044125,25.384125,C
sw02705A,mhm,21.465625,21.915625,C
sw02705A,yeah,27.28075,27.66075,A
sw02705A,mhm,197.899,198.249,C
sw02705A,right,194.851,195.281,C
sw02705A,right,195.721,196.071,C
sw02705A,yeah,191.50825,192.04825,PR
sw02705A,mhm,203.61725,204.1225,PR
sw02705A,yeah,209.234,209.714,A
sw02705A,right,223.71675,224.27375,A
sw02705A,yeah,227.242625,227.853125,PR
sw02705A,right,244.328125,244.818125,A
sw02705A,uh-huh,236.185625,236.635625,C
sw02705A,yeah,246.037125,246.377125,A
sw02705A,yeah,248.37275,248.996375,C
sw02705A,yeah,258.035125,258.71275,C
sw02705A,yeah,258.859625,259.259625,C
sw02705A,yeah,299.589125,299.7745,O
sw02705A,exactly,305.78025,306.5865,PR
sw02705A,right,305.1865,305.507375,A
sw02705A,uh-huh,35.35275,36.007,C
sw02705A,uh-huh,42.435875,42.98125,C
sw02705A,uh-huh,44.50075,44.99075,C
sw02705A,yeah,47.6445,48.1145,C
sw02705A,yeah,49.160375,49.620375,C
sw02705A,um,406.926625,407.456625,O
sw02705A,really,454.800125,455.080125,D
sw02705A,right,464.482125,464.932125,A
sw02705A,mhm,527.061125,527.381125,C
sw02705A,mhm,541.09375,541.502,C
sw02705A,mhm,533.306,533.7695,C
sw02705A,mhm,551.321875,551.831875,C
sw02705A,oh,565.544125,566.193375,Sy
sw02705A,right,552.98225,553.5255,A
sw02705A,uh-huh,561.334625,561.772625,C
sw02705A,uh-huh,561.98225,562.25225,C
sw02705A,uh-huh,60.154375,60.62925,C
sw02705A,yeah,56.032,56.410375,C
sw02705A,yeah,56.83975,57.385625,A
sw02705A,right,572.244875,572.77275,C
sw02705A,yeah,568.52875,568.903375,C
sw02705A,mhm,587.5455,587.926875,C
sw02705A,mhm,580.481375,580.951375,C
sw02705A,uh-huh,596.495875,596.885875,C
sw02705A,uh-huh,597.78425,598.174875,C
sw02705A,yep,65.917625,66.241875,PR
sw02705A,yep,67.538625,67.918625,A
sw02705A,yeah,73.469,74.068625,A
sw02705A,yeah,79.1315,79.7015,A
sw02705A,well,82.15725,82.42725,O
sw02705B,okay,4.69675,5.02675,PR
sw02705B,mhm,122.639625,123.079625,C
sw02705B,um,13.7235,14.66975,O
sw02705B,gee,163.032125,163.745875,O
sw02705B,mhm,231.367125,231.8395,C
sw02705B,mhm,274.147875,274.551,PR
sw02705B,uh,28.16475,28.82475,O
sw02705B,yeah,305.618125,305.896375,O
sw02705B,mhm,342.6395,343.38225,C
sw02705B,mhm,350.93025,351.40025,C
sw02705B,mhm,381.302875,381.662875,C
sw02705B,oh,363.9605,364.564125,PS
sw02705B,uh-huh,362.0585,362.543875,C
sw02705B,mhm,423.121875,423.579375,C
sw02705B,mhm,437.48575,438.115375,C
sw02705B,uh,45.438125,45.85175,O
sw02705B,uh-huh,470.345125,470.848125,C
sw02705B,mhm,503.815625,504.145625,C
sw02705B,mhm,504.883375,505.293375,C
sw02705B,mhm,506.092375,506.51775,C
sw02705B,oh,507.74475,508.06475,PS
sw02705B,well,515.09125,515.222,O
sw02705B,yeah,511.156375,511.626375,C
sw02705B,yeah,513.832375,514.222,A
sw02705B,uh,598.642375,599.057625,O
sw02705B,uh-huh,8.172875,8.47775,PR
sw02705B,where,8.56575,8.798125,O
sw02705B,yeah,10.16475,10.56575,PR
sw02706A,yeah,208.478875,208.721,C
sw02706A,uh,229.9245,230.543,NegS
sw02706A,mhm,282.639,282.982875,C
sw02706A,mhm,293.506625,293.856375,C
sw02706A,right,285.6385,285.90625,A
sw02706A,right,271.508,271.881625,A
sw02706A,um,312.938875,313.18375,O
sw02706A,yeah,295.406875,295.682125,C
sw02706A,uh,31.260875,31.830875,O
sw02706A,hm,340.628,340.90025,D
sw02706A,okay,341.076125,341.6195,C
sw02706A,hm,357.48775,357.754625,D
sw02706A,uh,365.975625,366.53625,O
sw02706A,mhm,413.290625,413.606625,C
sw02706A,yeah,401.82025,402.086375,A
sw02706A,mhm,455.901875,456.220625,C
sw02706A,yeah,452.814625,453.074625,A
sw02706A,yeah,470.33575,470.5395,C
sw02706A,huh,486.635625,486.79925,NS
sw02706A,uh,543.15125,543.745625,O
sw02706A,uh-huh,565.9365,566.281625,C
sw02706A,yeah,578.946875,579.235625,A
sw02706A,uh,596.307375,596.674875,O
sw02706A,uh,10.044625,10.397625,O
sw02706A,mhm,117.611125,117.956,C
sw02706A,mhm,130.14075,130.486625,C
sw02706A,mhm,101.4585,101.756,C
sw02706A,mhm,150.834375,151.195625,C
sw02706A,mhm,165.73825,166.09625,C
sw02706A,mhm,189.826125,190.176125,C
sw02706A,yeah,123.043125,123.33,A
sw02706A,yeah,138.45775,138.73775,C
sw02706B,uh,199.98275,200.3425,O
sw02706B,uh,224.410875,224.825,O
sw02706B,mhm,243.00825,243.386125,C
sw02706B,mhm,247.660125,248.056125,C
sw02706B,uh-huh,321.592875,321.992375,C
sw02706B,yeah,348.49725,348.7895,A
sw02706B,yeah,364.6365,364.949375,O
sw02706B,yeah,384.27825,384.599125,A
sw02706B,yeah,386.693375,387.05225,A
sw02706B,yeah,387.54,387.745375,A
sw02706B,yeah,426.528375,426.858375,C
sw02706B,yeah,433.908625,434.25475,A
sw02706B,yeah,437.616875,437.877125,PR
sw02706B,yeah,512.627,512.9205,A
sw02706B,yeah,523.399125,523.759125,C
sw02706B,uh,551.122375,551.454875,NegS
sw02706B,uh,562.006,562.49125,O
sw02706B,mhm,69.0305,69.3805,C
sw02706B,yeah,77.335875,77.595875,A
sw02706B,yeah,12.41,12.74,A
sw02707A,um,13.1975,13.633,O
sw02707A,mhm,34.504,34.906,C
sw02707A,right,43.469125,44.03225,A
sw02707A,right,44.157125,44.752125,A
sw02707A,uh-huh,35.312875,35.7235,C
sw02707A,uh-huh,25.714125,26.09875,C
sw02707A,uh-huh,195.279375,195.760125,C
sw02707A,mhm,202.49,203.054625,C
sw02707A,mhm,224.38875,224.867,PR
sw02707A,mhm,205.859375,206.360125,C
sw02707A,uh-huh,209.243875,209.658625,C
sw02707A,mhm,230.828375,231.259875,C
sw02707A,uh-huh,246.071,246.4435,C
sw02707A,mhm,252.0775,252.52375,C
sw02707A,mhm,261.5365,261.912125,C
sw02707A,uh-huh,259.061625,259.484,C
sw02707A,mhm,287.805375,288.21375,C
sw02707A,mhm,297.222125,297.623125,C
sw02707A,uh-huh,306.748,307.124375,C
sw02707A,mhm,311.41425,311.7885,C
sw02707A,um,328.33075,328.80975,O
sw02707A,mhm,353.564,354.09475,C
sw02707A,mhm,354.455625,354.962625,C
sw02707A,uh-huh,357.048125,357.4375,C
sw02707A,yeah,351.334,351.834,A
sw02707A,uh-huh,374.32125,374.640625,C
sw02707A,mhm,380.0475,380.5025,C
sw02707A,mhm,396.09825,396.53525,C
sw02707A,mhm,398.25,398.6045,C
sw02707A,uh-huh,408.511,408.958625,C
sw02707A,mhm,429.587125,430.10375,C
sw02707A,uh-huh,432.344625,432.765,C
sw02707A,uh-huh,415.507,415.907625,C
sw02707A,uh,414.90525,415.128125,NegS
sw02707A,uh-huh,49.33625,49.6855,C
sw02707A,mhm,464.83075,465.342625,C
sw02707A,mhm,502.129875,502.580875,C
sw02707A,mhm,489.03125,489.447,C
sw02707A,mhm,519.710625,520.16125,C
sw02707A,mhm,529.68625,530.083375,C
sw02707A,uh-huh,506.38225,506.8195,C
sw02707A,uh-huh,523.12725,523.546375,C
sw02707A,mhm,57.756,58.09025,C
sw02707A,right,563.848875,564.26975,A
sw02707A,uh-huh,549.148125,549.522375,C
sw02707A,uh-huh,565.384375,565.780125,C
sw02707A,uh-huh,546.58375,546.97125,C
sw02707A,mhm,587.14075,587.502375,C
sw02707A,mhm,583.105375,583.53725,C
sw02707A,mhm,584.775375,585.181,C
sw02707A,uh-huh,65.2035,65.507125,C
sw02707A,uh-huh,66.731875,67.10125,C
sw02707A,mhm,98.492875,99.123875,C
sw02707A,mhm,109.294875,109.714,C
sw02707A,mhm,128.452375,128.9995,C
sw02707A,uh-huh,86.696875,87.0405,C
sw02707A,uh-huh,87.684625,88.10375,C
sw02707A,uh-huh,104.004,104.441875,C
sw02707A,uh-huh,116.855,117.252,C
sw02707A,uh-huh,119.6735,120.02325,C
sw02707A,um,135.916875,136.39475,O
sw02707B,um,161.757625,162.147375,O
sw02707B,mhm,174.762875,175.10325,C
sw02707B,mhm,183.217875,183.63125,C
sw02707B,yeah,190.3645,190.852,A
sw02707B,mhm,339.13725,339.497375,C
sw02707B,uh,370.569625,371.049625,O
sw02707B,uh,378.157875,378.415875,O
sw02707B,uh,387.48175,387.918125,O
sw02707B,uh,418.777,419.228875,O
sw02707B,mhm,442.929125,443.3335,C
sw02707B,yeah,455.947,456.354375,PR
sw02707B,mhm,477.973875,478.38475,C
sw02707B,yeah,596.510625,596.95275,C
sw02707B,uh,68.333,68.9755,O
sw02707B,okay,75.5145,75.815375,C
sw02707B,um,76.695125,77.476125,O
sw02708A,mhm,218.965,219.304625,C
sw02708A,mhm,230.310375,230.750375,C
sw02708A,yeah,239.4435,239.7335,A
sw02708A,mhm,294.500125,294.919375,C
sw02708A,uh-huh,34.485125,34.826625,PR
sw02708A,mhm,406.9555,407.390625,C
sw02708A,uh-huh,399.41975,399.781625,C
sw02708A,yeah,418.232,418.56775,A
sw02708A,yeah,446.379,446.764,A
sw02708A,yeah,492.636125,492.91375,A
sw02708A,mhm,597.48225,597.875625,C
sw02708A,mhm,98.6685,99.0785,C
sw02708A,mhm,116.9015,117.2915,C
sw02708A,mhm,159.6545,160.12675,C
sw02708A,yeah,133.84775,134.09775,C
sw02708B,hm,29.233125,29.643,D
sw02708B,yes,336.904625,337.59525,PR
sw02708B,mhm,371.354375,371.6805,C
sw02708B,mhm,431.77625,432.11625,C
sw02708B,right,55.736875,56.11225,A
sw02709A,right,71.062,71.384625,A
sw02709A,mhm,144.26475,144.62725,C
sw02709A,uh,175.02825,175.124125,O
sw02709A,mhm,215.18775,215.577125,C
sw02709A,mhm,220.055125,220.38825,C
sw02709A,mhm,247.2445,247.68375,C
sw02709A,mhm,247.85325,248.173,C
sw02709A,mhm,295.786625,296.299,C
sw02709A,mhm,301.112125,301.3755,C
sw02709A,mhm,309.736625,310.091375,C
sw02709A,mhm,310.242125,310.5195,C
sw02709A,mhm,326.4385,326.7585,C
sw02709A,mhm,337.00075,337.29975,C
sw02709A,mhm,347.371625,347.70725,C
sw02709A,mhm,350.42725,350.758625,C
sw02709A,exactly,394.6455,395.366,A
sw02709A,hm,419.23325,419.888375,NS
sw02709A,mhm,412.516875,412.768625,C
sw02709A,oh,401.572,401.828625,Sy
sw02709A,right,428.42175,428.65425,A
sw02709A,mhm,434.4215,434.71625,C
sw02709A,mhm,434.91075,435.203125,C
sw02709A,right,431.465,431.83425,A
sw02709A,right,444.016375,444.3265,A
sw02709A,well,448.667,448.954625,O
sw02709A,mhm,466.547125,466.882875,C
sw02709A,mhm,483.455875,483.77875,C
sw02709A,mhm,460.873875,461.129875,C
sw02709A,right,472.678375,472.998375,A
sw02709A,yeah,456.6445,456.861375,PR
sw02709A,mhm,501.86775,502.234,PR
sw02709A,mhm,512.029625,512.402875,C
sw02709A,mhm,514.283625,514.6,C
sw02709A,mhm,514.709125,515.007875,C
sw02709A,yes,518.49325,519.027125,A
sw02709A,mhm,524.69025,525.02525,C
sw02709A,yeah,539.498125,539.762875,O
sw02709A,exactly,580.02625,580.704125,A
sw02709A,exactly,581.07325,581.528625,A
sw02709A,mhm,572.297125,572.630375,C
sw02709A,mhm,572.753875,573.082,C
sw02709A,mhm,575.279125,575.630375,C
sw02709A,right,582.80425,583.240875,A
sw02709A,right,583.430875,583.7795,A
sw02709A,mhm,98.249125,98.598,C
sw02709A,uh-huh,92.544625,92.92025,C
sw02709B,mhm,161.443875,161.90475,C
sw02709B,yeah,168.825125,169.180625,A
sw02709B,uh-huh,185.58175,185.990125,C
sw02709B,uh-huh,185.061625,185.49975,C
sw02709B,mhm,190.622625,191.099625,PR
sw02709B,well,196.914125,197.295875,O
sw02709B,mhm,369.928375,370.49025,C
sw02709B,mhm,370.585625,371.07025,C
sw02709B,yeah,488.279,488.67025,A
sw02709B,um,495.326125,495.851375,O
sw02709B,mhm,558.08125,558.595875,C
sw02710A,mhm,11.7655,12.213,C
sw02710A,right,15.88475,16.28025,A
sw02710A,yes,7.767,8.27625,PR
sw02710A,uh-huh,125.079,125.56025,C
sw02710A,uh,126.967875,127.277625,O
sw02710A,well,129.667,130.276625,O
sw02710A,mhm,172.016125,172.47825,C
sw02710A,right,184.0025,184.463375,C
