speakerID,speakerID_sex,lexical_token,feedback_start,feedback_end,function,4sec_interlocutor_context
sw02054B,female,mmm,400.5417464336799,401.1245839563374,S,and and there're a lot of streets that are just closed
sw02054B,female,uh,413.58781079428564,414.50853738985785,MS,single store in Rochester had been sold out of batteries
sw02632B,male,sorry,260.11932417549355,260.41652103231667,O,um i don't know i i what
sw02632B,male,uh-huh,261.87573454489717,262.3688488827545,C,i what i went to Brandeis
sw02632B,male,uh-huh,271.8494239850135,272.24623989998963,C,i've been working now for about four years
sw02632B,male,huh,279.69998852137473,280.05280601899995,MS,is a hundred times more valuable than what i learned in school
sw02632B,male,mhm,301.60157455746577,301.9726555490857,C,and writing um are just some the golden rules she
sw02130B,male,right,37.099125,37.719105287571274,A,uh President Carter and his thing with the the hostage
sw02130B,male,right,39.3242776440968,39.76724620343804,A,thing with the the hostage crisis he always did it through rhetoric
sw02130B,male,hm,44.519384384197565,44.86504775278733,MS,President Bush did it through action and he
sw02130B,male,yes,53.46281313296171,53.942644929732,A,and almost forced public support
sw02293B,male,mhm,266.89268975100885,267.298304622054,A,can do about it i don't think it's something that people really think about either
sw02293B,male,right,281.4492968716021,281.91114950639695,A,about it because it's nothing they i don't think we really have too much control over it
sw02393A,female,mhm,376.30725,376.802200187607,C,so particular especially in um the Dallas
sw02393A,female,mhm,389.60750395690627,390.00145711645166,C,the lawns in some of the homes the area is so small
sw02307A,male,mhm,116.2515587998928,116.53410889411802,C,um what we're having right now is a lot of overcast
sw02307A,male,right,126.73926094916777,127.05142328034235,C,March blows a lot of winds here and it's a very windy month
sw02307A,male,mhm,130.8965240402927,131.1315711710783,C,um but right now we're in about the sixties
sw02064A,male,yes,328.5001568781342,328.79377490187693,A,to have the dubious honor of being you know so high in
sw02027B,female,oh,315.0202469474522,315.5113594956799,S,and a and a particular kind of shoe you know so high
sw02027B,female,no,315.6693147984843,316.88135013777674,S,and a and a particular kind of shoe you know so high heel oh it
sw02027B,female,uh-huh,322.2615021189558,322.5934675212201,C,when she first started you know she had her benefits package and all that kind of
sw02470B,male,mhm,319.27225,319.6413013331595,C,cent of my office work on a mainframe
sw02470B,male,mhm,327.0972130280494,327.43038077637243,C,that is attached to the mainframe as a server as a intelligent work station
sw02470B,male,right,331.3631698654419,331.5796521350896,C,but i use it frequently as a dumbhead to get to the
sw02242B,male,sure,197.91556273727494,198.24120162055107,C,of them up here they're they're uh uh Sears sells them Coleman sells them
sw02242B,male,yeah,200.4046497169376,200.63292421049044,C,them Coleman sells them they have some some good buys on them
sw02242B,male,huh,209.18675,209.37187705187264,O,sink that's got some compressed air and water in it
sw02242B,male,mhm,211.99608929722922,212.26281863378202,C,air and water in it and uh and a little stove that's like a propane stove
sw02061B,male,nah,439.5793776562286,439.81814844375674,A,in their commercials they never put down any other company you know it's like
sw02131A,male,yeah,572.2489039299714,572.4449717344374,A,back then to the TV there's too much TV now
sw02131A,male,yeah,576.6230300375173,576.7952701574128,A,and the radio is you know more exciting
sw02131A,male,yeah,580.5177004052871,580.6756439144403,A,really than than television kept your imagination
sw02122B,female,yes,257.63725,258.40564647853944,C,it hope that's right get out of that run the program
sw02122B,female,yes,259.777875,260.30625,C,out of that run the program run uh uh as long as it took
sw02122B,female,yeah,262.789125,263.1737821828574,C,as it took and then go back and see if that worked or not
sw02122B,female,yeah,266.896375,267.166375,A,with windows you can have the program and say it messed up in line fifty four
sw02122B,female,mhm,280.3,280.70803357679216,C,ones that uh we're using here a couple of years ago you would always have to have a printout
sw02122B,female,yeah,282.914375,283.317,C,always have to have a printout every time that you ran your program
sw02122B,female,right,285.474375,286.224,A,you ran your program you would need a printout because everything else was erased in the background
sw02122B,female,right,286.32575,286.74330912650134,A,your program you would need a printout because everything else was erased in the background
sw02283B,male,uh-huh,152.0157943369166,152.27252283055654,C,so we still have a lot of privacy and we grow a lot of food
sw02283B,male,uh-huh,159.39519874027172,159.66336917234685,C,the gardens are kind of old you have to step down in them now that the
sw02585B,female,no,480.2540386951887,480.511185268283,A,paying more money for this and and other budgets aren't going to be cut to pay for it
sw02585B,female,mhm,483.8268487712034,484.11151053481126,A,it uh more of the volunteer network service because everyone gains from it
sw02102A,female,yes,206.25925,206.6385,Y,yeah how about Mister Rogers is he still around
sw02139B,male,yes,509.3263266049737,509.58879764172275,Y,and yeah that's what we have Aspen
sw02005B,male,mhm,164.29402214474078,164.600726022129,C,uh not just merely had a farm but had ten
sw02005B,male,mhm,168.7555090309357,169.01963703511572,C,a farm ran everything because her husband was away in the coal
sw02005B,male,yes,172.43604559811746,172.63178313530992,A,and you know facing that situation it it's quite a dilemma
sw02352B,male,mhm,540.6350822890497,541.0551066357451,C,everyday she's terribly interested in her turtles she could care less about shrimp
sw02352B,male,yeah,545.5261636628109,545.8580794540213,A,she goes you just kind of think everybody's got such a splintered interest
sw02641A,male,mhm,423.9863687183395,424.20534676515007,C,the baby and i got her when she was you know just this tiniest little thing like half
sw02641A,male,mhm,431.6194957148976,431.864875880161,C,know i had pictures of her when she would sit on my hand and then she grew to be pretty big
sw02641A,male,mhm,441.21499710403805,441.4242062612459,C,crawl on me and she would sit like on my neck or my shoulder while i was working and
sw02381A,male,mmm,302.9396342967313,303.4175,S,street and almost everyone has a cat it's been hit run
sw02381A,male,m-yeah,306.3963033162334,306.876687583697,A,over maimed you know and i just can't stand the thought of
sw02179B,male,no,53.790625,54.11234858890975,N, 
sw02179B,male,yeah,59.96375,60.116875,C,kind of like uh pretty close sits right on the Atlantic Ocean and
sw02179B,male,yeah,63.98625,64.197875,C,get you know a lot of a lot of the weather is driven by the winds coming in off the ocean the
sw02179B,male,yeah,68.68306043908498,68.89429829372338,C,bring in all kind of weather from the Atlantic Ocean you know
sw02179B,male,yeah,78.63349111328681,78.89211692771102,A,in moisture and pump anything from snow to rain depending on the temperature
sw02179B,male,well,79.76446512708196,80.02148456998799,O,and pump anything from snow to rain depending on the temperature you know
sw02242B,male,right,313.6280358946749,314.02061627642007,C,with the trailer like to beaches and to stuff but that got to be a hassle you
sw02242B,male,mhm,321.14458830070794,321.3946318053887,C,i would lease a spot a spot on this particular lake
sw02323A,female,yeah,70.8285301923711,71.136625,Y,you have a government right and this government controls everything right
sw02323A,female,right,76.79690866721846,77.09319814250729,A,the country and these people have nothing to do with the government itself
sw02323A,female,right,79.36188757474457,79.741,A,with the government itself and these people are the same as you are
sw02323A,female,right,112.73770594733949,113.06093082947277,C,and get those people and the US didn't go in there and try to save those people
sw02323A,female,mhm,120.42265670323681,120.66941978529555,C,and say no listen there's a separate country why because you're going into the border
sw02323A,female,mhm,120.8655,121.05325449980725,C,no listen there's a separate country why because you're going into the border
sw02323A,female,mhm,129.27019090823484,129.54388939713803,C,you don't mess with us we won't mess with you but let's mess with the neutral countries
sw02323A,female,mhm,129.69420634501182,129.95660934072217,C,with us we won't mess with you but let's mess with the neutral countries
sw02323A,female,mhm,149.3962097544166,149.6586127501269,C,Russia has never been known for throwing an atomic bomb anywhere
sw02323A,female,mhm,149.84564728464727,150.07590156896265,C,has never been known for throwing an atomic bomb anywhere
sw02323A,female,mhm,164.96269939215813,165.21988908331792,C,and do do the job with uh you know less suffering
sw02323A,female,mhm,165.44037358857952,165.710125,C,do do the job with uh you know less suffering
sw02323A,female,right,179.4786916286355,179.70720814476732,A,behind the button but not the USSR
sw02323A,female,mhm,181.06247180819344,181.32226815162852,C,but not the USSR the USSR wouldn't do it
sw02323A,female,mhm,183.58683348461705,183.85966308942847,C,USSR wouldn't do it because they got too much at stake
sw03416B,female,oh,40.183545598477124,40.946125,S,i can't tell you the kinds anymore died about uh six or eight months
sw03416B,female,mhm,43.37589609448392,43.76358026246268,C,or eight months ago and uh her name was Gena
sw03416B,female,mhm,51.6668236652055,51.9714919513901,C,is of great interest that maybe uh you would enjoy hearing about
sw03416B,female,uh-huh,59.39219850493406,59.76576997300781,C,my brother-in-law showed up in my front yard pulling a trailer
sw03416B,female,yes,62.43781013879209,63.096875,C,a trailer and in this trailer he had a pony
sw03325A,female,oh,141.59502931838296,142.37776481575443,S,to sleep last June oh it was awful it was just
sw03325A,female,oh,143.75222285694937,144.55738968833302,S,oh it was awful it was just awful but and she just sat there on my lap you
sw02577B,female,mhm,253.1721727987966,253.5775802948641,A,i think that's the beauty of the game that
sw02577B,female,right,268.4959686178481,268.86198859104366,C,will start and then stop due to weather and then start
sw02577B,female,sure,268.9782982019048,269.30693503759414,C,will start and then stop due to weather and then start we had a
sw02577B,female,uh-hm,274.2740337396767,274.69725,C,it was just absolutely beautiful and this weekend it's cold and rainy so
sw02577B,female,right,275.197632471344,275.5167840333377,C,beautiful and this weekend it's cold and rainy so so we're
sw02577B,female,mhm,283.4818332206487,283.9945982522683,C,into going uh south for part of the winter
sw02577B,female,right,287.1709643514772,287.6834990151116,C,uh our children live here and our home will always be here
sw02623A,female,uh-huh,31.008168583117268,31.33358800813906,C,uh i didn't spend a whole lot of time with them
sw02623A,female,mhm,40.225990386087965,40.59140549463199,C,with having five children needing to work a uh full-time job
sw02623A,female,mhm,41.67474985779735,42.05031538602316,C,to work a uh full-time job that was more than a full-time job i
sw02623A,female,mhm,45.306693129190535,45.78755032426464,C,i worked about fifty one hours a week because i worked every worked eleven hours every Sunday
sw02347B,female,yes,122.80338872298319,123.25861989332145,C,and we had two children and i stayed home with those children
sw02347B,female,yes,129.97782843735092,130.45156770077642,C,has retired i am back substitute teaching
sw02421A,male,mhm,346.00396360315,346.2173803450317,C,um that that one positive on a drug test
sw02421A,male,mhm,356.52403586171647,356.7554776662571,C,might uh have set up for those who genuinely have a problem
sw02624B,female,mhm,415.023875,415.706375,C,at the time when there were starving people in India i
sw02624B,female,yeah,418.8354672909085,419.1831224465496,Y,and the question was should we save these people
sw02342A,male,yeah,100.077,100.46975,A,right then then then it then is it worth it at all
sw02342A,male,huh-uh,116.68640188946465,117.2203708264943,MS,a war which they didn't start basically
sw02342A,male,yeah,117.65687847898498,117.94036744191709,D,they didn't start basically so
sw02179B,male,yeah,477.9989162334918,478.195,C,of the the eastern corner here it's all pine trees and
sw02179B,male,yeah,484.6193780468808,484.88325,C,the biggest thing we have are our hard maple and hard oak
sw02179B,male,well,487.02985072336503,487.3458829669846,O,maple and hard oak and and the the evergreens
sw02179B,male,yeah,501.783375,502.0049390261758,A,only like that week or two when the colors are the brightest you know
sw02180A,female,yes,380.7689745737383,381.23271019362153,A,come up with some ways to insure that uh you know people would get a fair
sw02180A,female,right,383.234375,383.69438321079264,A,you know people would get a fair trial and not have to go through this
sw02180A,female,mhm,396.59129828565705,397.08765409172975,C,you know when you start thinking about well they've got videotape and and
sw02308B,male,yeah,553.40475,553.7501477899514,C,quiche and all kinds of strange food that we would
sw02109A,female,yes,128.71878115230365,129.1285,A,um you bet especially in the South
sw02109A,female,right,129.21039020147578,129.791375,A,um you bet especially in the South
sw02843A,female,mhm,340.2188875537704,340.56755425730586,C,day for twenty minutes to half an hour i must have walked about five minutes a
sw02843A,female,sure,347.784,348.1504273521166,A,when i well then i had two kids and you know that makes it a little
sw02843A,female,mmm,355.8885,356.186625,S,one of the bad things about it that comes with it is is fatigue and
sw02843A,female,yes,359.56359089133645,360.02017824120435,C,and i found that i was tiring very quickly
sw02843A,female,yes,363.7915873196856,364.2589667341868,C,walk like a used to but i saw a big difference in my figure
sw02843A,female,yes,364.574375,364.9275,C,to but i saw a big difference in my figure you know
sw02843A,female,mhm,384.21642935090244,384.5709071661635,C,are into it i was definitely addicted to walking i had to have my walk
sw02109A,female,yes,2.64779899293606,3.023625,O,okay Mary
sw02079A,female,uh-huh,213.00391098725768,213.33447819467295,C,is right you can actually go out and sub it if even if you don't wanna get hands on you
sw02079A,female,yeah,218.0085,218.23688434027576,C,the concrete and those kind of things and and that's kind of the plan i have so
sw02186A,male,uh-huh,539.6749135740687,539.906975993162,C,well yeah that is it's mountainous
sw02186A,male,uh-huh,553.9609301502996,554.1598109824903,C,it's like i've been to Saint Thomas and it just starts from the ocean up
sw02186A,male,right,557.1525153751902,557.4962265300883,C,up and it's and it's very it's like one big rock
sw02186A,male,yeah,563.5897363140198,563.8652060920801,C,lots of uh mountainous region and
sw02272A,female,mmm,144.27601934842735,144.57724875489302,C,you almost give it as course credit
sw02272A,female,mhm,145.1497808014084,145.57765320158336,C,you almost give it as course credit you know
sw02272A,female,yeah,165.9537824894797,166.2296832972035,A,sort of experience is worth a lot more than reading a textbook
sw02272A,female,yeah,166.59096207318322,166.82122253614855,A,is worth a lot more than reading a textbook
sw02613B,male,mhm,121.00673322874745,121.364875,C,you know this problem somewhere like in Atlanta
sw02613B,male,yeah,134.10382908231432,134.344,C,the smog just sitting on top of the city
sw02613B,male,mhm,140.87326839229772,141.219375,C,i was it was terrible i had to keep the windows up
sw02613B,male,mhm,156.4944922825235,156.86342696031733,C,you didn't have problem with stagnant air like like LA does
sw02194B,male,mhm,210.90045487523471,211.15995159751546,C,was to measure and record and and uh reduce down time
sw02194B,male,mhm,216.9992206916793,217.2265,C,quality satisfaction or customer satisfaction
sw02399A,male,mhm,140.7836759580187,141.19604608050108,C,i do use my Sears card
sw02399A,male,right,151.2200715824908,151.68716983851252,C,to pay it you know as it comes in
sw02399A,male,right,152.346154401845,152.70252364349648,C,you know as it comes in
sw02328B,female,mhm,542.4685200563342,542.70525,C,sure it's not one that the the the families chose i mean i'm
sw02328B,female,mhm,552.047283244111,552.3132524044336,C,through divorces uh you know we've been married thirty five years and so that's
sw02328B,female,mhm,561.8147317512919,562.1829967425078,C,i think my gosh all the pain they've caused themselves and their
sw02328B,female,mhm,572.840653558101,573.2036197724649,C,at this point our children are saying gosh i'm glad you did that
sw02328B,female,yeah,577.2474809963732,577.4991728968445,A,i think it makes for a more solid basis for them or i
sw02018A,female,mhm,255.75763006549224,256.03677921426936,C,my son's just in day care but even that they have
sw02018A,female,yeah,257.99256132309836,258.284375,C,that they have extracurricular activities and the older they get the more
sw02018A,female,yes,259.434,259.861125,C,activities and the older they get the more that you're involved
sw02644B,male,right,188.77702885815668,189.0520542036729,C,of heavy metal problems also and a lot of salts because of the valleys very
sw02644B,male,mhm,207.16511019318185,207.4659912575629,C,think that's what really turned me towards that you know the
sw02644B,male,yeah,218.74188134171285,218.97460078725786,C,otherwise and that that really finalized my decision
sw02361A,male,mhm,455.73059080505055,456.0558076354094,C,uh where you have to go to school
sw02361A,male,mhm,458.52788430278116,458.8787958884798,C,to school to or run the new automated automated equipment
sw02361A,male,right,468.19892431085486,468.5398955897432,A,takes so long to uh come up to an experience level where
sw02361A,male,right,494.01782539851285,494.2946535655311,A,you're able to really um i would say payback
sw02352B,male,mhm,70.73863572208099,71.09515566097295,C,Wal-Mart stores have the bins in back of them
sw02352B,male,mhm,77.63598216323186,78.03510511368954,C,that seems to make a lot of difference and you have the colored glass and the clear
sw02352B,male,mhm,80.18132665628922,80.55802696908073,C,glass and the clear glass and the paper and the tin cans
sw02352B,male,yeah,86.59114246290451,86.96725,A,it occupies a space in your garage but you very quickly get use to
sw02624B,female,yeah,443.73679317150476,444.21414606121346,A,is we can feed them today but they'll be hungry
sw02624B,female,yeah,445.06725,445.4423193810391,C,is we can feed them today but they'll be hungry tomorrow what'll we do with them
sw02624B,female,mhm,449.535125,450.1586747282375,C,do we feed them again tomorrow well how long how long can we continue to feed
sw02624B,female,mmm,451.884375,452.1108688227017,D,how long can we continue to feed the world we can't do
sw02624B,female,mhm,455.1248622320172,455.6421609702371,A,do it are they starving to death yes and that's very
sw02624B,female,mhm,460.806,461.3200488280757,A,save them we you know okay we can save
sw02624B,female,mmm,467.5231304808275,467.7668001567457,C,what's you know that's just back to what you're
sw02623B,male,yes,263.96242345541384,264.37558320324337,A,maybe sometimes do not take as much time for the older ones
sw02623B,male,mhm,277.89683231028886,278.1598151256932,C,uh and those activities helped a lot
sw02549A,male,hm,526.4916609064916,526.8326486757716,D,land set aside for a football stadium if they ever get an NFL team
sw02549A,male,yeah,537.7518316355512,538.03075,A,more importantly for the Orioles from Washington DC
sw02316B,male,yeah,315.6266808190838,315.9867890852758,A,with them you know if the industry comes
sw02316B,male,right,337.3797316114029,337.799625,A,that's going to that school it's going to raise the level of the school
sw02594B,female,mhm,385.408375,385.8657191421064,C,Ohio and New York the just run all of a sudden we're out of landfill
sw02594B,female,mhm,386.18362645946166,386.49668312955845,C,the just run all of a sudden we're out of landfill and
sw02594B,female,mhm,393.554625,394.0287476499623,C,in two years unless we cut back
sw02594B,female,well,400.6355213142591,400.916,O,that became that all of a sudden really hit home that there's no longer landfill
sw02384A,female,huh-oh,59.40297300063538,59.853459409580395,S,just get around to doing the rest of it i got to take all of that back off again and
sw02384A,female,wow,68.4036388313825,68.75140286172731,SS,particular job for that particular model car runs a hundred and fifty dollars
sw02632B,male,mhm,314.64515589877476,315.0920695316805,C,anybody else unless you have their permission like no hitting
sw02632B,male,mhm,323.49830398242534,323.92813716736805,C,in is a um it's basically for minorities
sw02315B,male,huh,272.08426754805856,272.4272667819224,MS,burned the whole inside of it burned the wire and cable burned
sw02315B,male,huh,279.559350679901,279.8016576964977,SS,had an identical car but it had been in an accident
sw02150B,female,mmm,222.6531872902704,223.45617308689958,S,she you know she killed him but she lost her baby
sw02150B,female,m-m,225.249,225.822,A,she lost her baby and then they sent her to jail so that's not right
sw02263A,female,pardon,45.45636340398265,45.74546600479114,U,take a twenty two and go out
sw02263A,female,uh-huh,47.85539111717286,48.5044800764936,A,two and go out take a twenty two and find a creek
sw02289B,male,yeah,438.83706409239517,439.0656659236322,C,juices for some reason when they're in a can don't come with a deposit
sw02289B,male,yeah,450.4313120136788,450.6885,C,recyclable bin just for these fruit cans
sw03130A,female,ugh,323.44283358000604,323.77450296852993,O, 
sw03130A,female,no,327.8256971387976,328.277418637278,A,yeah yeah yeah and that's and that's really not necessary
sw03130A,female,yeah,347.16407724852724,347.5018509816252,A,to to Wal-Mart it would be real nice if they just came by and just picked it up
sw02348B,female,mhm,471.1304353125747,471.5281892350148,C,yeah for your automobile
sw02348B,female,right,472.0607675666063,472.3561867420108,Y,yeah for your automobile you mean
sw02348B,female,yeah,481.6321427716477,481.896375,C,your because i always put my gas on a credit card and i pay it at the end of the month
sw02348B,female,yeah,487.57838408963494,487.811875,C,card in there and then it pumps whatever it pumps and it adds it all up and it gives you a ticket and off you go
sw02272A,female,mhm,319.23503940042747,319.56306202817905,A,um discussion you know
sw02272A,female,yeah,340.4958151563251,340.75787671219183,Y,like when somebody um i don't know remember wasn't it Zsa Zsa Gabor
sw02342A,male,mhm,320.69045353011387,320.9342980409581,C,folks don't realize that but all the food that people think of as sort of you know Jewish food and so
sw02342A,male,yeah,329.556,329.7991378229526,Y,Israel so you you i'm sure you probably typically think of it like bagels right you know bagels and
sw02631B,female,mhm,216.34735624880338,216.67038951740605,C,they'll my they were married my brother's five years younger then she is
sw02631B,female,mhm,219.47270863353805,219.87312844857408,C,then she is so she was probably twenty seven when they were
sw02631B,female,sure,223.64903565497207,224.1268424363767,C,so she already had had gotten bachelors and masters and established herself
sw02631B,female,mhm,225.5717998000618,226.01010484245322,C,and masters and established herself in a profession in a practice
sw02631B,female,right,240.0232466648169,240.555849770794,C,she was so well established
sw02631B,female,sure,241.6228311583308,242.09316947153863,C,established you know i guess it made it a lot easier
sw02561B,female,yeah,226.42274349882766,226.83801433237585,A,elderly when she moved there she might have been like sixty it wasn't you know ancient but
sw02561B,female,yeah,233.8048530774136,234.16759953675808,C,started getting the apartments were fairly low income i guess
sw02561B,female,uh-huh,239.73253136786715,240.13795388125217,C,by families and things and she started having fewer and fewer friends
sw02242B,male,exactly,103.96723328825576,104.51925,C,individual trailer and you have a sewer hookup and water and electricity
sw02242B,male,mhm,113.1190417166955,113.40966879060112,C,rent by the year some you can rent daily or nightly or
sw02524B,female,uh-huh,18.09690510159572,18.57043577390572,C,i like to do like physical things like sports
sw02524B,female,uh-huh,23.21147913118181,23.6575,C,i really enjoy softball and my favorite is volleyball
sw02524B,female,uh-huh,28.201640855008336,28.673603544959697,C,but i'm at school i'm in you know i live i live up at the college
sw02524B,female,uh-huh,38.81724020118934,39.42875332105987,C,like walk in turn the radio on or you know just kind of like veg out or something
sw02254A,male,no,511.7369537150966,512.0155488909787,N,uh the uh i don't know if you've ever heard of Pizzaria
sw02254A,male,nuh-uh,512.3579869235149,512.5283943060962,N,uh the uh i don't know if you've ever heard of Pizzaria
sw02254A,male,uh,519.3351864827393,519.5394896117197,MS,as a matter of fact last night we just went there and they have a great pizza called
sw02254A,male,oh,523.6033278486042,524.536826688877,SS,and what it is is um normal pizza but then with spinach and
sw02139A,female,okay,523.5263729236918,524.018375,C,yeah GTE purchased Tigon
sw02139A,female,mhm,532.1885,532.598,C,using a the Aspen service before they purchased Tigon
sw02139A,female,mhm,538.5506033812549,538.9632969701352,C,be uh shifting over to that service
sw02139A,female,mhm,541.9863460556983,542.4017180896301,C,uh for a while or if in a while
sw02094B,male,yes,330.4219924608342,330.7633112626403,A,on gasoline so that we don't um run into this kind of problems we've
sw02094B,male,yes,339.36621984711405,339.7075386489202,A,don't wanna they don't want to pay for it so instead we spend billions of dollars going to
sw02653B,male,mhm,229.1005552741097,229.62201634804546,C,of these mail order computer mail order houses
sw02653B,male,hm,250.823125,251.203375,MS,in the back of the board board for twenty five dollars which is amazing to me
sw02180A,female,mhm,57.43685292242071,57.9665,C,in in college and and i've you know try to keep abreast of
sw02180A,female,mhm,76.2565,76.912375,A,anything really done as you know you spent you know a whole summer on one
sw02180A,female,mhm,98.1655590891628,98.627125,A,a judge should be the one who decides on what the sentence should be rather than the
sw02041B,female,mhm,417.8844590626061,418.1055,C,long enough and more and more people start believing them or wondering how to combine them with other things
sw02041B,female,mhm,426.2831339864753,426.5395,C,this whole package of of health of health care and options
sw02041B,female,yeah,446.49915233207133,446.756125,A,person out on the farm at least traditionally now they drive fancy tractors as much
sw02253A,male,what,18.356188155506253,18.54775,O,and i don't read any Parents magazines either so
sw02253A,male,uh,18.663375,19.001875,O,and i don't read any Parents magazines either so
sw02378B,male,right,120.25895085404134,120.61473246517977,C,the next one up is uh is a small city between me and Providence
sw02378B,male,right,137.09824737183857,137.4868703624667,C,they're in their early twenty's or or teens
sw03984A,female,pardon,42.77486517778482,43.1395,U,what is your best mode of clothing
sw03984A,female,yeah,46.519579365926646,46.97610805347904,Y,what is your best mode of clothing you like blue jeans best
sw02316B,male,okay,30.965102215768354,31.29730946985157,C,yes well yeah i am
sw02316B,male,yeah,69.03817334663093,69.32821583384974,A,there but of course people are trapped economically and they
sw03149A,female,hm,343.19473831917014,343.626625,S,little over two years
sw03149A,female,yeah,352.77110981830566,353.0255,C,but see that was almost four years
sw03149A,female,mmm,367.7036833144381,368.253,S,meningitis he got throat cancer and he
sw02187B,female,uh-huh,327.6758522639356,328.19950538934506,C,but i don't think it pure i don't think it gets it good
sw02187B,female,oh,354.1613253769855,354.779625,SS,it gets like little globs of this rubbery
sw02187B,female,huh,355.019625,355.26194778147755,MS,little globs of this rubbery cornstarch and you
sw02187B,female,huh,370.45683751695543,370.8630486485396,D,it's you'll have much better luck if you had one of these little blenders
sw02187B,female,uh-huh,382.30506031308516,382.68501970487307,C,it starts boiling i just i cook it for a good seven
sw02187B,female,oh,397.3185,398.26128562928255,SS,in it and some butter and that makes French vanilla
sw02608A,female,yeah,466.63549250880163,466.923125,C,oh it is i i love it
sw02608A,female,mhm,469.21076812794723,469.50882371934097,C,i i love it i i in fact i was in Texas for a little while
sw02608A,female,mhm,473.25060793068184,473.699875,C,and i liked uh the barbecues and the Mexican food
sw02608A,female,mhm,490.13025763201205,490.4708925936049,C,and pizzas and you know roasts and that kind of thing
sw02223B,female,mhm,205.65557865832957,205.99832544902964,C,colleges you know or out across the country wanna go jumping into a
sw02223B,female,exactly,210.79975,211.33898025744793,A,the when there's you can almost double your pay in almost any other
sw02223B,female,mhm,218.36059641435588,218.82080725310647,A,should give them the world either but I think we should pay them a little more money
sw02223B,female,mhm,225.01324672824487,225.45301048384266,A,a year is all they work and i don't really believe that i think it's a lot more than that
sw02352B,male,mhm,295.3197150200169,295.6298178912732,C,uh we have an endangered species turtle a Ridley's turtle
sw02352B,male,mhm,296.9961915289847,297.31203704600506,C,species turtle a Ridley's turtle that's on the Texas Gulf Coast
sw02352B,male,hm,303.0290086139662,303.3295404089492,O,there's our shrimp nets are suppose to be turtle proof so the turtles
sw02352B,male,right,303.50749938545323,304.2190629207008,C,our shrimp nets are suppose to be turtle proof so the turtles can swim
sw02352B,male,right,304.49503955477417,304.9429659243666,C,are suppose to be turtle proof so the turtles can swim through
sw02352B,male,mhm,326.8271070238222,327.2844449517501,C,as humanistic as i am because i don't have that problem
sw02085B,male,yep,76.18923034162955,76.3465454376295,Y,so you work for TI then you
sw02085B,male,what,77.614125,77.83019572561598,U,you can't say yep
sw02085B,male,mhm,84.91508778534227,85.13816489772688,C,and i don't know what you're talking about when you say um health insurance but
sw02085B,male,mhm,100.65621622782305,101.13157741105027,C,put my kids on my policy it's like two hundred dollars
sw02085B,male,well,120.92478989919441,121.2709246127579,O,i think that would be an excellent
sw02770A,female,wow,32.621125,33.766,S,several cats my cat uh was hit by a car New Year's Eve
sw02770A,female,aww,39.533375,40.19587344978058,S,get back in town i'm going out of town this weekend when i get back i'm gonna find a cat
sw02643B,male,yeah,173.593875,174.1155,C,up here big big houses on little bitty postage stamp lots
sw02643B,male,yeah,183.1192103886423,183.52783826839052,C,to three thousand square foot home depending on whether you include the basement or not
sw02236A,female,oh,218.02825630578056,218.5486191392992,SS,and it happened to be one of the rare paint jobs
sw02236A,female,wow,222.9345593010942,223.37851442741263,SS,understand that that locomotive is worth around seven hundred and fifty dollars now
sw02082B,female,yes,123.0525,123.4885540324309,A,and if if everyone car pooled that would cut it down in half
sw02082B,female,um,123.763625,123.971,O,car pooled that would cut it down in half
sw02299A,male,mhm,15.493118725000162,15.822345182371503,C,they come and pick up your newspapers if you have them bundled up
sw02299A,male,yeah,21.47019733698282,21.666326972058297,C,separating you know having a place separating my trash and get all the
sw02297B,male,uh-huh,314.45024191845164,314.88923028375797,C,so i'm stuck over there i've got my car all apart
sw02297B,male,oh,344.05393800696277,344.360625,S,it now so i says okay so it ended up costing me almost six hundred almost seven hundred
sw02366B,male,yeah,445.7323850491073,445.87881456351096,C,and really can't quite understand what it is that other people take for granted
sw02366B,male,right,456.91125,457.16431709997937,C,i have a pretty good mathematical concept for what's involved
sw02636A,male,mhm,570.3411697936863,570.6667657180167,C,it it just wouldn't dawn on them to not have a microwave
sw02636A,male,yeah,577.7898413001864,578.022634718222,A,we probably you know we pay for it in other ways by
sw02438A,male,yeah,532.5988675274721,532.8499728919693,C,well they had that whole life track thing that
sw02438A,male,mhm,555.4698986263369,555.8108267519248,C,i think well maybe it did i you know i guess it makes you think
sw02438A,male,hm,563.5709691868777,563.8933629387534,MS,when the phone rang uh we were making granola um
sw02438A,male,mhm,584.0860555479902,584.4020652651752,C,uh you know it it becomes a real worry
sw02438A,male,right,589.2237668073291,589.4972162932435,A,these things are like time bombs and all of a sudden they go off and
sw02101A,female,yes,318.56898606392167,319.22867585218455,A,up on most things i mean if i miss something big deal
sw02333B,male,yeah,530.4732211229556,530.8760096226978,A,yeah that's a nice place
sw02333B,male,yeah,535.1886354337594,535.59025,C,is a is a very nice little place nice little base out in the country
sw02333B,male,yeah,544.3395055651165,544.7705,C,well it was big and it got a lot of attention
sw02333B,male,hm,550.5270462819343,550.8322648966458,MS,Bent Waters Upper Hafford all those neat little places
sw02333B,male,yeah,552.4144805538645,552.762625,C,all those neat little places that's where i really wanted to be
sw02094B,male,yeah,135.93515913413373,136.21394180654084,C,you know and so it's hard i never did see the full story so i don't know
sw02094B,male,hm,146.97790962443338,147.2867088319482,D,uh piloting uh you know the helicopter trips and that sort of
